"Step","File","Result"
"V2_33X4_EXTERNAL_VALIDATION_EVIDENCE_FREEZE","01_FROZEN_multivariate_distance_family_matrix.csv","IDENTICAL_RAW"
"V2_33X4_EXTERNAL_VALIDATION_EVIDENCE_FREEZE","02_FROZEN_scalar_ecological_specificity.csv","IDENTICAL_RAW"
"V2_33X4_EXTERNAL_VALIDATION_EVIDENCE_FREEZE","03_FROZEN_taxonomic_external_summary.csv","IDENTICAL_RAW"
"V2_33X4_EXTERNAL_VALIDATION_EVIDENCE_FREEZE","04_EXPLORATORY_named_Sepsis_vs_Trauma_genus_candidates.csv","IDENTICAL_RAW"
"V2_33X4_EXTERNAL_VALIDATION_EVIDENCE_FREEZE","05_CORRECTED_EXTERNAL_EVIDENCE_TIER.csv","IDENTICAL_RAW"
"V2_33X4_EXTERNAL_VALIDATION_EVIDENCE_FREEZE","06_FROZEN_external_claim_guardrails.csv","IDENTICAL_RAW"
"V2_33X4_EXTERNAL_VALIDATION_EVIDENCE_FREEZE","09_STEP93X4_QC_SUMMARY.csv","IDENTICAL_RAW"
"V2_33X4_EXTERNAL_VALIDATION_EVIDENCE_FREEZE","Figure_STEP93X4_external_validation_freeze.pdf","PDF_SIZE_OK"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","01_FINAL_INFECTION_SOURCE_EVIDENCE_REGISTRY.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","02_FINAL_BRAY_SENSITIVITY_ROBUSTNESS_REGISTRY.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","03_SOURCE_SPECIFIC_SLOPE_REGISTRY.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","04_BASELINE_BETA_ROBUSTNESS_FREEZE.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","05_FINAL_INFECTION_SOURCE_BRANCH_FREEZE.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","07_FREEZE_COPY_AUDIT.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_04_PRIMARY_BASELINE_ALPHA_SOURCE_CONTRAST.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_05_PRIMARY_BASELINE_BRAY_PERMANOVA_AND_DISPERSION.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_06_PRIMARY_ALPHA_LONGITUDINAL_INTERACTIONS.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_07_PRIMARY_BRAY_DISPLACEMENT_INTERACTION.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_08_PRIMARY_SOURCE_SPECIFIC_BRAY_SLOPES.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_09_SUPPORTIVE_BASELINE_TO_LATEST_BRAY.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_12_SENSITIVITY_SEVERITY_ADJUSTED_BRAY.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_13_SENSITIVITY_EXCLUDE_OTHER_UNKNOWN_BRAY.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_15_SENSITIVITY_BASELINE_DAY3_BETA.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_16_SENSITIVITY_RAREFIED4000_BRAY.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_17_SENSITIVITY_MIN2000_ALPHA.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_18_SENSITIVITY_MIN2000_BRAY.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_20_KEY_BRAY_SENSITIVITY_SUMMARY.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_21_FINAL_SOURCE_TRAJECTORY_EVIDENCE_FREEZE.csv","IDENTICAL_RAW"
"V2_34B2D_INFECTION_SOURCE_EVIDENCE_FREEZE","SOURCE_Figure_STEP94B2C_source_longitudinal_ecology.pdf","PDF_SIZE_OK"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","00_INPUT_REGISTRY.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","01_COMPARISON_SELECTION_AUDIT.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","02_HARMONIZED_WITHIN_COHORT_EFFECTS.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","03_PRIMARY3_PAIRWISE_CONCORDANCE.csv","IDENTICAL_RAW"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","04_ALL_TAXA_SENSITIVITY_PAIRWISE_CONCORDANCE.csv","IDENTICAL_RAW"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","05_PRIMARY3_SHARED_TAXA_DIRECTION_PATTERNS.csv","IDENTICAL_RAW"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","06_THREEWAY_DIRECTION_SUMMARY.csv","IDENTICAL_RAW"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","07_CONTEXT_EXTERNAL_CONTROL_CONCORDANCE.csv","IDENTICAL_RAW"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","08_ECOLOGICAL_VS_TAXONOMIC_SYNTHESIS.csv","IDENTICAL_RAW"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","09_COMMON_ANCHOR_SENSITIVITY_SUMMARY.csv","IDENTICAL_RAW"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","10_EVIDENCE_DECISION.csv","IDENTICAL_RAW"
"V2_36I3_CROSS_COHORT_TAXONOMIC_REPRODUCIBILITY_FINAL","11_Figure_candidate_taxonomic_concordance.pdf","PDF_SIZE_OK"
"V2_35A2_GLOBAL_EVIDENCE_SYNTHESIS_SOURCE_ANCHOR_FIX","01_STEP93U_CANDIDATE_DIRECTORY_SCORES.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35A2_GLOBAL_EVIDENCE_SYNTHESIS_SOURCE_ANCHOR_FIX","02_STEP93U_CANDIDATE_FILES.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35A2_GLOBAL_EVIDENCE_SYNTHESIS_SOURCE_ANCHOR_FIX","04_FINAL_FROZEN_BRANCH_AUDIT.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35A2_GLOBAL_EVIDENCE_SYNTHESIS_SOURCE_ANCHOR_FIX","05_FINAL_AUTHORITATIVE_SOURCE_FILE_REGISTRY.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35A2_GLOBAL_EVIDENCE_SYNTHESIS_SOURCE_ANCHOR_FIX","06_FINAL_GLOBAL_V2_EVIDENCE_REGISTRY.csv","IDENTICAL_RAW"
"V2_35A2_GLOBAL_EVIDENCE_SYNTHESIS_SOURCE_ANCHOR_FIX","07_FINAL_MANUSCRIPT_CLAIM_HIERARCHY.csv","IDENTICAL_RAW"
"V2_35A2_GLOBAL_EVIDENCE_SYNTHESIS_SOURCE_ANCHOR_FIX","08_FINAL_MANUSCRIPT_FIGURE_MAP.csv","IDENTICAL_RAW"
"V2_35A2_GLOBAL_EVIDENCE_SYNTHESIS_SOURCE_ANCHOR_FIX","09_RESULTS_SECTION_ORDER.csv","IDENTICAL_RAW"
"V2_35A2_GLOBAL_EVIDENCE_SYNTHESIS_SOURCE_ANCHOR_FIX","12_FINAL_GLOBAL_SOURCE_ANCHOR_AUDIT.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","01_MAIN_TABLE_SOURCES/00_MAIN_TABLE_SOURCE_AUDIT.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","01_MAIN_TABLE_SOURCES/MAIN_T2_CROSS_COHORT_LONGITUDINAL.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","01_MAIN_TABLE_SOURCES/MAIN_T3_CORE_TRAJECTORY_ENDPOINTS.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","01_MAIN_TABLE_SOURCES/MAIN_T4_EXTERNAL_VALIDATION.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","01_MAIN_TABLE_SOURCES/MAIN_T5_INFECTION_SOURCE_ECOLOGY.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/00_SUPPLEMENTARY_TABLE_SOURCE_AUDIT.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S1_LONGITUDINAL_EVIDENCE.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S10_GENUS_BRANCH_FREEZE.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S11_GENUS_REPORTING_RECOMMENDATION.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S2_CORE_TRAJECTORY_ENDPOINTS.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S3_EXTERNAL_VALIDATION.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S4_SOURCE_ECOLOGY_REGISTRY.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S5_SOURCE_BRAY_SENSITIVITY.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S6_SOURCE_SLOPES.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S7_SOURCE_BASELINE_BETA.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S8_GENUS_BASELINE_HITS.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","02_SUPPLEMENTARY_TABLE_SOURCES/SUPP_S9_GENUS_LONGITUDINAL_SENSITIVITY_ONLY.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","03_FIGURE_SOURCES/00_FIGURE_SOURCE_MANIFEST.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","04_FROZEN_WORDING/00_FROZEN_WORDING_SOURCE_AUDIT.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","05_PROVENANCE/01_STEP95A2_COPY_AUDIT.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","05_PROVENANCE/STEP95A2_04_FINAL_FROZEN_BRANCH_AUDIT.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","05_PROVENANCE/STEP95A2_05_FINAL_AUTHORITATIVE_SOURCE_FILE_REGISTRY.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","05_PROVENANCE/STEP95A2_06_FINAL_GLOBAL_V2_EVIDENCE_REGISTRY.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","05_PROVENANCE/STEP95A2_07_FINAL_MANUSCRIPT_CLAIM_HIERARCHY.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","05_PROVENANCE/STEP95A2_08_FINAL_MANUSCRIPT_FIGURE_MAP.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","05_PROVENANCE/STEP95A2_09_RESULTS_SECTION_ORDER.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","05_PROVENANCE/STEP95A2_12_FINAL_GLOBAL_SOURCE_ANCHOR_AUDIT.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","06_MANUSCRIPT_PRODUCTION_BLUEPRINT.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","07_GLOBAL_MANUSCRIPT_SOURCE_MANIFEST.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","08_STEP95B_READINESS.csv","IDENTICAL_RAW"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","03_FIGURE_SOURCES/FIGURE2_STEP93W_01_Figure_STEP93W_primary_vs_common_anchor.pdf","PDF_SIZE_OK"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","03_FIGURE_SOURCES/FIGURE3_STEP93U_01_Figure_STEP93U_trajectory_ecology_robustness.pdf","PDF_SIZE_OK"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","03_FIGURE_SOURCES/FIGURE4_STEP93X4_01_Figure_STEP93X4_external_validation_freeze.pdf","PDF_SIZE_OK"
"V2_35B_MANUSCRIPT_SOURCE_PACK_ASSEMBLY","03_FIGURE_SOURCES/FIGURE5_STEP94B2D_01_SOURCE_Figure_STEP94B2C_source_longitudinal_ecology.pdf","PDF_SIZE_OK"
"V2_35C_MANUSCRIPT_ARCHITECTURE_FIGURE1_AND_MAIN_TABLES","Figure_Production_Checklist.csv","IDENTICAL_RAW"
"V2_35C_MANUSCRIPT_ARCHITECTURE_FIGURE1_AND_MAIN_TABLES","Main_Table_1_Evidence_Architecture.csv","IDENTICAL_RAW"
"V2_35C_MANUSCRIPT_ARCHITECTURE_FIGURE1_AND_MAIN_TABLES","Main_Table_2_Cross_Cohort_Longitudinal_Results.csv","IDENTICAL_RAW"
"V2_35C_MANUSCRIPT_ARCHITECTURE_FIGURE1_AND_MAIN_TABLES","Main_Table_3_Compact_Supporting_Result_Summary.csv","IDENTICAL_RAW"
"V2_35C_MANUSCRIPT_ARCHITECTURE_FIGURE1_AND_MAIN_TABLES","Results_Drafting_Blueprint.csv","IDENTICAL_RAW"
"V2_35C_MANUSCRIPT_ARCHITECTURE_FIGURE1_AND_MAIN_TABLES","STEP95C_READINESS.csv","IDENTICAL_RAW"
"V2_35C_MANUSCRIPT_ARCHITECTURE_FIGURE1_AND_MAIN_TABLES","Figure_1_V2_Study_Architecture.pdf","PDF_SIZE_OK"
"V2_35E2_TABLE1_ANALYSIS_POPULATION_FIX_AND_RESULTS_V2","01_TABLES/Main_or_Supp_Table_Cross_Cohort_Longitudinal_Results.csv","IDENTICAL_RAW"
"V2_35E2_TABLE1_ANALYSIS_POPULATION_FIX_AND_RESULTS_V2","01_TABLES/Main_Table_1_Cohort_and_Study_Characteristics_ANALYSIS_POPULATION.csv","IDENTICAL_RAW"
"V2_35E2_TABLE1_ANALYSIS_POPULATION_FIX_AND_RESULTS_V2","02_RESULTS_DRAFT/Results_v2_Evidence_Provenance_Map.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35E2_TABLE1_ANALYSIS_POPULATION_FIX_AND_RESULTS_V2","03_PROVENANCE_AND_AUDIT/01_STEP87B_PRIMARY_SOURCE_AUDIT.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35E2_TABLE1_ANALYSIS_POPULATION_FIX_AND_RESULTS_V2","03_PROVENANCE_AND_AUDIT/02_STEP87B_PROJECT_ANALYSIS_COUNTS.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35E2_TABLE1_ANALYSIS_POPULATION_FIX_AND_RESULTS_V2","03_PROVENANCE_AND_AUDIT/03_PRJNA1010969_EXTERNAL_POPULATION_CANDIDATES.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35E2_TABLE1_ANALYSIS_POPULATION_FIX_AND_RESULTS_V2","03_PROVENANCE_AND_AUDIT/04_FINAL_TABLE1_ANALYSIS_POPULATION_PROVENANCE.csv","IDENTICAL_AFTER_RUNROOT_NORMALIZATION"
"V2_35E2_TABLE1_ANALYSIS_POPULATION_FIX_AND_RESULTS_V2","03_PROVENANCE_AND_AUDIT/05_SOURCE_SLOPE_SCHEMA_NORMALIZATION.csv","IDENTICAL_RAW"
"V2_35E2_TABLE1_ANALYSIS_POPULATION_FIX_AND_RESULTS_V2","STEP95E2_READINESS.csv","IDENTICAL_RAW"
"V2_35F3_RESULTS_AND_TABLE1_FINAL_FREEZE_SENTENCE_AUDIT","01_FINAL_TABLES/Main_Table_1_Cohort_Characteristics_MANUSCRIPT.csv","IDENTICAL_RAW"
"V2_35F3_RESULTS_AND_TABLE1_FINAL_FREEZE_SENTENCE_AUDIT","03_FINAL_AUDIT/01_TABLE1_COPY_AUDIT.csv","IDENTICAL_RAW"
"V2_35F3_RESULTS_AND_TABLE1_FINAL_FREEZE_SENTENCE_AUDIT","03_FINAL_AUDIT/02_RESULTS_SENTENCE_LEVEL_OVERCLAIM_AUDIT.csv","IDENTICAL_RAW"
"V2_35F3_RESULTS_AND_TABLE1_FINAL_FREEZE_SENTENCE_AUDIT","03_FINAL_AUDIT/03_PLAN_COPY_AUDIT.csv","IDENTICAL_RAW"
"V2_35F3_RESULTS_AND_TABLE1_FINAL_FREEZE_SENTENCE_AUDIT","03_FINAL_AUDIT/FINAL_TABLE_PLACEMENT.csv","IDENTICAL_RAW"
"V2_35F3_RESULTS_AND_TABLE1_FINAL_FREEZE_SENTENCE_AUDIT","03_FINAL_AUDIT/SUPPLEMENTARY_TABLE_PLAN.csv","IDENTICAL_RAW"
"V2_35F3_RESULTS_AND_TABLE1_FINAL_FREEZE_SENTENCE_AUDIT","STEP95F3_READINESS.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S1_Cross_Cohort_Longitudinal_Evidence.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S2_Core_Sepsis_Trajectory_Ecology.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S3_External_Control_Trauma_Sepsis_Validation.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S4A_CRA002354_Primary_Source_Ecology_Registry.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S4B_CRA002354_Source_Specific_Slopes.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S5A_CRA002354_Bray_Sensitivity_Analyses.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S5B_CRA002354_Baseline_Beta_Robustness.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S6_CRA002354_Baseline_Genus_Hits_and_Coverage_Robustness.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S7A_CRA002354_Longitudinal_Genus_Sensitivity_Only.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S7B_CRA002354_Genus_Reporting_Recommendations.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","01_SUPPLEMENTARY_TABLES/Supplementary_Table_S8_Exploratory_EII_and_Ecological_Consistency.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","02_DISCUSSION_DRAFT/Discussion_Literature_Integration_Plan.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","03_PROVENANCE_AND_QC/S2_SOURCE_Core_Trajectory_Endpoint_Table.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","03_PROVENANCE_AND_QC/S3_SOURCE_External_Taxonomic_Summary.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","03_PROVENANCE_AND_QC/S7_SOURCE_Final_Genus_Branch_Freeze.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","03_PROVENANCE_AND_QC/SUPPLEMENTARY_TABLE_FILE_AUDIT.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","03_PROVENANCE_AND_QC/SUPPLEMENTARY_TABLE_PROVENANCE_REGISTRY.csv","IDENTICAL_RAW"
"V2_35G_SUPPLEMENTARY_TABLES_AND_DISCUSSION_V1","STEP95G_READINESS.csv","IDENTICAL_RAW"
